NOUN;ADJF;ADJS;VERB;INFN;PRTF;PRTS;GRND;ADVB
Имя существительное;Имя прилагательное (полное);Имя прилагательное (краткое);Глагол (личная форма);Глагол (инфинитив);Причастие (полное);Причастие (краткое);Деепричастие;Наречие
